Nominal Family,Genus,species,Gender,Nemaplex Code,cp value,feeding,feeding code,Habit,Functional guild,Basal Wtg,Enrich Wtg,Structure Wtg,Length mm,Length micm,a,Width micm,Weight micg,qCPr (µg/day),qCRs (µg/day),qMFP (µg/day),,,Family,Familymm,Gender,cp value,feeding,feeding code,nFamily,FamavgMass,StderrMass,FamavgqCPr,StderrCPr,FamavgqCRs,StderrCRs,FamavgqMFP,StderrMFP,,Lmax,Lmin,Wmax,Wmin,Wgtmax,Wgtmin,,,max lngth,min lngth,max wdth,min wdth,max wgt,min wgt,,SSQWeight(µg),Stderr,SSQC-Production,Stderr,SSQC-Respiration,Stderr,SSQMet. Ftprnt,Stderr,,,,,,
Tylenchidae,Malenchus,bryophilus,Female,G072,2,1,h,-v,h2-v,,,,0.340,340.000,21.500,15.814,0.053,0.000,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,32.12121212,12.83018868,0.683549128,0.03498042,,0.002824098,,4.90295E-08,,1.73251E-06,,2.36444E-06,,,,,,,
Tylenchidae,Malenchus,bryophilus,Female,G072,2,1,h,-v,h2-v,,,,0.340,340.000,20.000,17.000,0.061,0.000,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,32.12121212,12.83018868,0.683549128,0.03498042,,0.003771495,,6.54773E-08,,2.15229E-06,,2.96857E-06,,,,,,,
Tylenchidae,Malenchus,nanellus,Female,G072,2,1,h,-v,h2-v,,,,0.340,340.000,26.500,12.830,0.035,0.000,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.34,32.12121212,12.83018868,0.683549128,0.03498042,,0.00122363,,2.12436E-08,,9.25236E-07,,1.22687E-06,,,,,,,
Tylenchidae,Malenchus,ovalis,Female,G072,2,1,h,-v,h2-v,,,,0.410,410.000,23.500,17.447,0.078,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.41,32.12121212,15.29411765,0.683549128,0.070249621,,0.006084035,,1.05626E-07,,3.08077E-06,,4.32728E-06,,,,,,,
Tylenchidae,Malenchus,pachycephalus,Female,G072,2,1,h,-v,h2-v,,,,0.455,455.000,21.000,21.667,0.133,0.001,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.445,32.12121212,15.29411765,0.683549128,0.070249621,,0.017821786,,3.09406E-07,,6.89808E-06,,1.01293E-05,,,,,,,
Tylenchidae,Miculenchus,salvus,Female,G079,2,1,h,-v,h2-v,,,,0.445,445.000,28.000,15.893,0.070,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.445,32.12121212,15.29411765,0.683549128,0.070249621,,0.004935009,,8.56772E-08,,2.63318E-06,,3.66882E-06,,,,,,,
Tylenchidae,Miculenchus,salvus,Female,G079,2,1,h,-v,h2-v,,,,0.450,450.000,25.000,18.000,0.091,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.45,32.12121212,15.29411765,0.683549128,0.076020761,,0.008303766,,1.44163E-07,,3.89019E-06,,5.53212E-06,,,,,,,
Tylenchidae,Neopsilenchus,magbidens,Female,G088,2,1,h,-v,h2-v,,,,0.840,840.000,37.000,22.703,0.271,0.001,0.004,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.52,32.12121212,15.29411765,0.683549128,0.076020761,,0.073219853,,1.27118E-06,,1.99061E-05,,3.1238E-05,,,,,,,
Tylenchidae,Neopsilenchus,minor,Female,G088,2,1,h,-v,h2-v,,,,0.520,520.000,34.000,15.294,0.076,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.52,32.12121212,15.29411765,0.683549128,0.076020761,,0.005779156,,1.00333E-07,,2.96424E-06,,4.15528E-06,,,,,,,
Tylenchidae,Neopsilenchus,noctiscriptus,Female,G088,2,1,h,-v,h2-v,,,,0.890,890.000,45.000,19.778,0.218,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.52,32.12121212,16.5625,0.683549128,0.09086731,,0.047342373,,8.21916E-07,,1.43533E-05,,2.20447E-05,,,,,,,
Tylenchidae,Neothada,andrassyi,Female,G089,2,1,h,-v,h2-v,,,,0.585,585.000,33.000,17.727,0.115,0.000,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.52,32.12121212,16.5625,0.683549128,0.09086731,,0.013201992,,2.29201E-07,,5.50801E-06,,7.98438E-06,,,,,,,
Tylenchidae,Neothada,cancellata,Female,G089,2,1,h,-v,h2-v,,,,0.520,520.000,25.000,20.800,0.141,0.001,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.52,32.12121212,16.5625,0.683549128,0.09086731,,0.01977061,,3.4324E-07,,7.45641E-06,,1.09992E-05,,,,,,,
Tylenchidae,Neothada,cancellata,Female,G089,2,1,h,-v,h2-v,,,,0.550,550.000,27.000,20.370,0.143,0.001,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.53,32.12121212,16.5625,0.683549128,0.09086731,,0.020346097,,3.53231E-07,,7.61861E-06,,1.12528E-05,,,,,,,
Tylenchidae,Neothada,cancellata,Female,G089,2,1,h,-v,h2-v,,,,0.610,610.000,30.500,20.000,0.153,0.001,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.53,32.12121212,16.5625,0.683549128,0.09086731,,0.02325625,,4.03754E-07,,8.42209E-06,,1.25139E-05,,,,,,,
Tylenchidae,Neothada,geraerti,Female,G089,2,1,h,-v,h2-v,,,,0.530,530.000,32.000,16.563,0.091,0.000,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.53,32.12121212,16.5625,0.683549128,0.09086731,,0.008256868,,1.43348E-07,,3.8737E-06,,5.50741E-06,,,,,,,
Tylenchidae,Neothada,hades,Female,G089,2,1,h,-v,h2-v,,,,0.575,575.000,27.500,20.909,0.157,0.001,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.56,32.12121212,18.06451613,0.683549128,0.11421436,,0.024685182,,4.28562E-07,,8.80729E-06,,1.31215E-05,,,,,,,
Tylenchidae,Neothada,major,Female,G089,2,1,h,-v,h2-v,,,,0.720,720.000,36.500,19.726,0.175,0.001,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.56,32.12121212,18.06451613,0.683549128,0.11421436,,0.030660805,,5.32306E-07,,1.03622E-05,,1.55917E-05,,,,,,,
Tylenchidae,Neothada,tatra,Female,G089,2,1,h,-v,h2-v,,,,0.560,560.000,31.000,18.065,0.114,0.000,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.56,32.12121212,18.06451613,0.683549128,0.11421436,,0.01304492,,2.26474E-07,,5.45879E-06,,7.90902E-06,,,,,,,
Tylenchidae,Pleurotylenchus,sachsi,Female,G102,2,1,h,-v,h2-v,,,,0.810,810.000,39.000,20.769,0.218,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.77,32.12121212,20.76923077,0.683549128,0.218376479,,0.047688287,,8.27922E-07,,1.44319E-05,,2.21731E-05,,,,,,,
Tylenchidae,Tylenchus,arcuatus,Female,G140,2,1,h,-v,h2-v,,,,0.770,770.000,26.500,29.057,0.406,0.002,0.006,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.77,32.12121212,27.87878788,0.683549128,0.391403464,,0.165090047,,2.86615E-06,,3.66274E-05,,5.99854E-05,,,,,,,
Tylenchidae,Tylenchus,arcuatus,Female,G140,2,1,h,-v,h2-v,,,,0.770,770.000,27.000,28.519,0.391,0.002,0.006,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.77,32.12121212,27.87878788,0.683549128,0.391403464,,0.153196671,,2.65966E-06,,3.463E-05,,5.64838E-05,,,,,,,
Tylenchidae,Tylenchus,davainei,Female,G140,2,1,h,-v,h2-v,,,,0.970,970.000,31.000,31.290,0.594,0.002,0.008,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.89,32.12121212,27.87878788,0.683549128,0.446905418,,0.352325166,,6.11676E-06,,6.4673E-05,,0.000110569,,,,,,,
Tylenchidae,Tylenchus,davainei,Female,G140,2,1,h,-v,h2-v,,,,1.060,1060.000,33.000,32.121,0.684,0.003,0.009,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.89,32.12121212,27.87878788,0.683549128,0.446905418,,0.46723941,,8.1118E-06,,7.99226E-05,,0.000138958,,,,,,,
Tylenchidae,Tylenchus,davainei,Female,G140,2,1,h,-v,h2-v,,,,1.011,1011.081,,31.848,0.641,0.003,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.011081081,0.89,31.84845567,27.87878788,0.64097746,0.446905418,,0.410852105,,7.13285E-06,,7.25737E-05,,0.000125211,,,,,,,
Tylenchidae,Tylenchus,elegans,Female,G140,2,1,h,-v,h2-v,,,,0.890,890.000,31.000,28.710,0.458,0.002,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.89,28.70967742,27.87878788,0.458486602,0.446905418,,0.210209965,,3.64948E-06,,4.39041E-05,,7.28697E-05,,,,,,,
Tylenchidae,Tylenchus,elegans,Female,G140,2,1,h,-v,h2-v,,,,0.920,920.000,33.000,27.879,0.447,0.002,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.92,27.87878788,27.87878788,0.446905418,0.446905418,,0.199724452,,3.46744E-06,,4.22511E-05,,6.99263E-05,,,,,,,
Tylencholaimellidae,Doryllium,uniforme,Female,G787,4,2,f,,f4,,,3.2,0.850,850.000,36.000,23.611,0.296,0.001,0.005,0.005,,,Tylencholaimellidae,Tylencholaimellidae,Female,4,2,f,13,0.775123306,0.181467785,0.00161484,0.000378058,0.009288114,0.001642599,0.010902954,0.002020305,,1.4,0.68,52.17391304,23.61111111,2.041587902,0.259861157,,,1.4,0.68,52.17391304,23.61111111,2.041587902,0.259861157,,0.087712923,0.181467785,3.80698E-07,0.000378058,2.27936E-05,0.001642599,2.90658E-05,0.002020305,,,,,,
Tylencholaimellidae,Doryllium,uniforme,Female,G787,4,2,f,,f4,,,3.2,0.900,900.000,32.000,28.125,0.445,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,52.17391304,24.56140351,2.041587902,0.259861157,,0.1979772,,8.59276E-07,,4.19736E-05,,5.4844E-05,,,,,,,
Tylencholaimellidae,Doryllium,zeelandicum,Female,G787,4,2,f,,f4,,,3.2,0.950,950.000,29.000,32.759,0.637,0.001,0.008,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,52.17391304,24.56140351,2.041587902,0.259861157,,0.405984707,,1.76209E-06,,7.19279E-05,,9.6206E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,affinis,Female,G785,4,2,f,,f4,,,3.2,1.200,1200.000,23.000,52.174,2.042,0.004,0.020,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,52.17391304,24.56140351,2.041587902,0.259861157,,4.16808116,,1.80906E-05,,0.000412541,,0.00060341,,,,,,,
Tylencholaimellidae,Tylencholaimellus,affinis,Female,G785,4,2,f,,f4,,,3.2,1.200,1200.000,25.000,48.000,1.728,0.004,0.018,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,48,24.56140351,1.728,0.259861157,,2.985984,,0.00001296,,0.000321241,,0.000463248,,,,,,,
Tylencholaimellidae,Tylencholaimellus,affinis,Female,G785,4,2,f,,f4,,,3.2,1.200,1200.000,25.000,48.000,1.728,0.004,0.018,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,48,24.56140351,1.728,0.259861157,,2.985984,,0.00001296,,0.000321241,,0.000463248,,,,,,,
Tylencholaimellidae,Tylencholaimellus,alpinus,Female,G785,4,2,f,,f4,,,3.2,0.680,680.000,27.500,24.727,0.260,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.68,36.84210526,24.56140351,1.18767313,0.259861157,,0.067527821,,2.9309E-07,,1.87339E-05,,2.37134E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,coronatus,Female,G785,4,2,f,,f4,,,3.2,0.850,850.000,32.500,26.154,0.363,0.001,0.006,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.69,36.84210526,24.56140351,1.18767313,0.263927362,,0.132050529,,5.73136E-07,,3.09792E-05,,3.99797E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,pacatus,Female,G785,4,2,f,,f4,,,3.2,0.780,780.000,26.000,30.000,0.439,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.69,36.84210526,24.56140351,1.18767313,0.263927362,,0.192501563,,8.3551E-07,,4.10999E-05,,5.36554E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,projectus,Female,G785,4,2,f,,f4,,,3.2,0.750,750.000,25.500,29.412,0.405,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.69,36.84210526,24.56140351,1.18767313,0.263927362,,0.164424638,,7.13649E-07,,3.65166E-05,,4.744E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,sagittifer,Female,G785,4,2,f,,f4,,,3.2,1.400,1400.000,38.000,36.842,1.188,0.002,0.014,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.69,36.84210526,24.56140351,1.18767313,0.263927362,,1.410567464,,6.12225E-06,,0.000183046,,0.000256121,,,,,,,
Tylencholaimellidae,Tylencholaimellus,striatus,Female,G785,4,2,f,,f4,,,3.2,0.690,690.000,27.000,25.556,0.282,0.001,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.69,25.55555556,24.56140351,0.281643519,0.263927362,,0.079323072,,3.44284E-07,,2.1138E-05,,2.68777E-05,,,,,,,
Tylencholaimellidae,Tylencholaimellus,striatus,Female,G785,4,2,f,,f4,,,3.2,0.700,700.000,28.500,24.561,0.264,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,24.56140351,24.56140351,0.263927362,0.263927362,,0.069657653,,3.02334E-07,,1.91753E-05,,2.42931E-05,,,,,,,
Tylencholaimidae,Chitwoodiellus,parafuscus,Female,0,4,2,f,,f4,,,3.2,1.065,1065.000,28.500,37.368,0.929,0.002,0.011,0.013,,,Tylencholaimidae,Tylencholaimidae,Female,4,2,f,26,0.472941493,0.048467603,0.000985295,0.000100974,0.006607947,0.000523249,0.007593242,0.000623995,,1.2,0.42,38.33333333,19.78723404,1.022485207,0.113789752,,,1.2,0.42,38.33333333,19.78723404,1.022485207,0.113789752,,0.863929376,0.048467603,3.74969E-06,0.000100974,0.000126728,0.000523249,0.000174076,0.000623995,,,,,,
Tylencholaimidae,Meylonema,buchneri,Female,,4,2,f,,f4,,,3.2,0.420,420.000,19.500,21.538,0.122,0.000,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.42,38.33333333,19.78723404,1.022485207,0.113789752,,0.014829187,,6.43628E-08,,6.0097E-06,,7.31793E-06,,,,,,,
Tylencholaimidae,Meylonema,buchneri,Female,,4,2,f,,f4,,,3.2,0.495,495.000,19.500,25.385,0.199,0.000,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.03974228,,1.72493E-07,,1.25879E-05,,1.57075E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,annulatus,Female,G786,4,2,f,,f4,,,3.2,0.545,545.000,17.050,31.965,0.348,0.001,0.005,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.121127155,,5.25725E-07,,2.90366E-05,,3.73765E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,constrictus,Female,G786,4,2,f,,f4,,,3.2,0.825,825.000,27.000,30.556,0.481,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.231754763,,1.00588E-06,,4.72375E-05,,6.20296E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,crassus,Female,G786,4,2,f,,f4,,,3.2,0.800,800.000,22.000,36.364,0.661,0.001,0.009,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.437128611,,1.89726E-06,,7.60277E-05,,0.000101945,,,,,,,
Tylencholaimidae,Tylencholaimus,decens,Female,G786,4,2,f,,f4,,,3.2,0.740,740.000,23.500,31.489,0.459,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.210319192,,9.12844E-07,,4.39212E-05,,5.74979E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,formosus,Female,G786,4,2,f,,f4,,,3.2,0.880,880.000,25.000,35.200,0.681,0.001,0.009,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.464404087,,2.01564E-06,,7.95586E-05,,0.000106901,,,,,,,
Tylencholaimidae,Tylencholaimus,minimus,Female,G786,4,2,f,,f4,,,3.2,0.570,570.000,26.000,21.923,0.171,0.000,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.029316747,,1.27243E-07,,1.00196E-05,,1.24051E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,minimus,Female,G786,4,2,f,,f4,,,3.2,0.570,570.000,24.500,23.265,0.193,0.000,0.003,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.037183035,,1.61385E-07,,1.19749E-05,,1.49167E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,minutus,Female,G786,4,2,f,,f4,,,3.2,0.465,465.000,23.500,19.787,0.114,0.000,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.465,38.33333333,19.78723404,1.022485207,0.113789752,,0.012948108,,5.61984E-08,,5.42837E-06,,6.58923E-06,,,,,,,
Tylencholaimidae,Tylencholaimus,mirabilis,Female,G786,4,2,f,,f4,,,3.2,0.855,855.000,29.500,28.983,0.449,0.001,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,25.81227437,1.022485207,0.255198488,,0.201497035,,8.74553E-07,,4.25321E-05,,5.56044E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,mirabilis,Female,G786,4,2,f,,f4,,,3.2,0.860,860.000,31.000,27.742,0.414,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,25.81227437,1.022485207,0.255198488,,0.171121259,,7.42714E-07,,3.76264E-05,,4.89419E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,nagauriensis,Female,G786,4,2,f,,f4,,,3.2,0.690,690.000,20.500,33.659,0.489,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,25.81227437,1.022485207,0.255198488,,0.238692699,,1.03599E-06,,4.82941E-05,,6.34768E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,nagauriensis,Female,G786,4,2,f,,f4,,,3.2,0.715,715.000,27.700,25.812,0.298,0.001,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,25.81227437,1.022485207,0.255198488,,0.088649688,,3.84764E-07,,2.29759E-05,,2.93072E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,paradoxus,Female,G786,4,2,f,,f4,,,3.2,1.150,1150.000,37.000,31.081,0.694,0.001,0.009,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,26.08695652,1.022485207,0.255198488,,0.482103385,,2.09246E-06,,8.1822E-05,,0.000110084,,,,,,,
Tylencholaimidae,Tylencholaimus,proximus,Female,G786,4,2,f,,f4,,,3.2,0.600,600.000,23.000,26.087,0.255,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,26.08695652,1.022485207,0.255198488,,0.065126268,,2.82666E-07,,1.82319E-05,,2.30549E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,proximus,Female,G786,4,2,f,,f4,,,3.2,0.600,600.000,22.500,26.667,0.267,0.001,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.6,38.33333333,26.66666667,1.022485207,0.266666667,,0.071111111,,3.08642E-07,,1.94746E-05,,2.46866E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,stecki,Female,G786,4,2,f,,f4,,,3.2,0.835,835.000,30.000,27.833,0.404,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.835,38.33333333,27.74193548,1.022485207,0.404293663,,0.163453366,,7.09433E-07,,3.63547E-05,,4.72211E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,stecki,Female,G786,4,2,f,,f4,,,3.2,0.860,860.000,31.000,27.742,0.414,0.001,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.86,38.33333333,27.74193548,1.022485207,0.413668054,,0.171121259,,7.42714E-07,,3.76264E-05,,4.89419E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,stecki,Female,G786,4,2,f,,f4,,,3.2,0.920,920.000,24.000,38.333,0.845,0.002,0.010,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.92,38.33333333,28.18181818,1.022485207,0.461637397,,0.713907644,,3.09856E-06,,0.000109836,,0.000149831,,,,,,,
Tylencholaimidae,Tylencholaimus,teres,Female,G786,4,2,f,,f4,,,3.2,0.920,920.000,30.000,30.667,0.541,0.001,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.92,36.92307692,28.18181818,1.022485207,0.461637397,,0.292416571,,1.26917E-06,,5.62363E-05,,7.4402E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,teres,Female,G786,4,2,f,,f4,,,3.2,0.930,930.000,33.000,28.182,0.462,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.93,36.92307692,28.18181818,1.022485207,0.461637397,,0.213109086,,9.24953E-07,,4.43574E-05,,5.80931E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,teres,Female,G786,4,2,f,,f4,,,3.2,1.000,1000.000,31.000,32.258,0.650,0.001,0.009,0.010,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1,36.92307692,32.25806452,1.022485207,0.650364204,,0.422973598,,1.83582E-06,,7.41737E-05,,9.93479E-05,,,,,,,
Tylencholaimidae,Tylencholaimus,teres,Female,G786,4,2,f,,f4,,,3.2,1.030,1030.000,30.500,33.770,0.734,0.002,0.009,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.03,36.92307692,33.7704918,1.022485207,0.734162188,,0.538994118,,2.33938E-06,,8.89617E-05,,0.000120153,,,,,,,
Tylencholaimidae,Tylencholaimus,zeelandicus,Female,G786,4,2,f,,f4,,,3.2,1.200,1200.000,32.500,36.923,1.022,0.002,0.012,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,36.92307692,36.92307692,1.022485207,1.022485207,,1.045475999,,4.53766E-06,,0.000146218,,0.000202272,,,,,,,
Tylenchulidae,Meloidoderita,kirjanovae,Female,G075,3,1,h,-i,h3-i,,,,0.330,330.000,,255.000,9.566,0.027,0.065,0.091,,,Tylenchulidae,Tylenchulidae,Female,3,1,h,5,3.023405284,1.658624958,0.008398348,0.004607292,0.02484391,0.010231921,0.033242258,0.014832484,,0.375,0.1715,255,51.2605042,9.565842102,0.50089374,,,0.375,0.1715,255,51.2605042,9.565842102,0.50089374,,91.50533512,1.658624958,0.00070606,0.004607292,0.004184078,0.010231921,0.008327701,0.014832484,,,,,,
Tylenchulidae,Sphaeronema,californicum,Female,G123,3,1,h,-i,h3-i,,,,0.172,171.500,,128.625,1.230,0.003,0.014,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.1715,155,51.2605042,2.192444264,0.50089374,,1.513495741,,1.16782E-05,,0.000192975,,0.000299597,,,,,,,
Tylenchulidae,Sphaeronema,rumicis,Female,G123,3,1,h,-i,h3-i,,,,0.260,260.000,,155.000,2.192,0.006,0.021,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.26,155,51.2605042,2.192444264,0.50089374,,4.806811852,,3.70896E-05,,0.000459101,,0.000757172,,,,,,,
Tylenchulidae,Tylenchulus,musicola,Female,G139,3,1,h,-i,h3-i,,,,0.305,305.000,5.950,51.261,0.501,0.001,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.305,83.33333333,51.2605042,1.627604167,0.50089374,,0.250894539,,1.93591E-06,,5.01341E-05,,7.17734E-05,,,,,,,
Tylenchulidae,Tylenchulus,semipenetrans,Female,G139,3,1,h,-i,h3-i,,,,0.375,375.000,4.500,83.333,1.628,0.005,0.017,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.375,83.33333333,83.33333333,1.627604167,1.627604167,,2.649095323,,2.04406E-05,,0.000293656,,0.000469047,,,,,,,
Tylopharyngidae,Tylopharynx,clariamphida,Female,G351,1,2,f,,f1,,3.2,,1.256,1255.500,47.000,26.713,0.560,0.005,0.008,0.012,,,Tylopharyngidae,Tylopharyngidae,Female,1,2,f,3,0.627385843,0.034293672,0.005228215,0.000285781,0.008378377,0.000345853,0.013606592,0.000631633,,1.2555,1,32.78688525,26.71276596,0.671862403,0.559930923,,,1.2555,1,32.78688525,26.71276596,0.671862403,0.559930923,,0.313522638,0.034293672,2.17724E-05,0.000285781,5.92539E-05,0.000345853,0.000152862,0.000631633,,,,,,
Tylopharyngidae,Tylopharynx,foetida,Female,G351,1,2,f,,f1,,3.2,,1.000,1000.000,30.500,32.787,0.672,0.006,0.009,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.78688525,32.25806452,0.671862403,0.650364204,,0.451399088,,3.13472E-05,,7.78817E-05,,0.000208049,,,,,,,
Tylopharyngidae,Tylopharynx,foetida,Female,G351,1,2,f,,f1,,3.2,,1.000,1000.000,31.000,32.258,0.650,0.005,0.009,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.25806452,32.25806452,0.650364204,0.650364204,,0.422973598,,2.93732E-05,,7.41737E-05,,0.0001969,,,,,,,
Xyalidae,Cylindrotheristus,pannonicus,Female,G382,2,3,b,,b2,0.8,,,0.680,680.000,35.000,19.429,0.160,0.001,0.003,0.004,,,Xyalidae,Xyalidae,Female,2,3,b,9,1.859826402,0.628685826,0.007749277,0.002619524,0.017460121,0.004570795,0.025209398,0.007184152,,1.7815,0.68,75.64102564,19.42857143,5.274567513,0.16042449,,,1.7815,0.68,75.64102564,19.42857143,5.274567513,0.16042449,,0.025736017,0.628685826,4.46806E-07,0.002619524,9.08701E-06,0.004570795,1.35638E-05,0.007184152,,,,,,
Xyalidae,Cylindrotheristus,ruffoi,Female,G382,2,3,b,,b2,0.8,,,1.120,1120.000,41.500,26.988,0.510,0.002,0.007,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7815,0.985,75.64102564,26.09756098,5.274567513,0.455474048,,0.259941598,,4.51287E-06,,5.14839E-05,,8.64823E-05,,,,,,,
